"id";"sessionId";"sender";"content";"timestamp";"isValid";"feedback";"score";"transcription"
bc87d577-4ddb-4cfa-86d2-af3531fbba6b;"225ca928-4bf8-4957-84b3-4b72b6dd55f4";ia;(Curioso) Esse tipo de abordagem ajuda pessoas como eu?;2025-06-29 22:55:59.955;;;0;
ef93b931-ef57-4188-9d6e-7de971eb9879;"225ca928-4bf8-4957-84b3-4b72b6dd55f4";therapist;[Resposta em áudio];2025-06-29 22:56:31.267;false;A resposta não valida a experiência do paciente nem estabelece expectativas claras sobre a TCC. Embora mencione o suporte científico, falta uma explicação sobre como a TCC funciona e como será adaptada ao paciente. Promover esperança é importante, mas deve ser feito de forma mais específica.;0;Sim, esse tipo de abordagem pode ajudar pessoas como você, assim como diferentes pessoas, né? A TCC é conhecida por ter muitos embasamentos científicos para diferentes pessoas e diferentes situações, né? Então, acredito que pode ser bem positiva para o seu caso.
"3f375a82-80c8-4eeb-9315-f838fd294313";d6f7df66-0144-4f9f-ba67-22b79a9736cf;ia;(Nervoso) Nunca fiz terapia antes. A gente só fala sobre meu passado ou criação?;2025-06-29 23:00:22.808;;;0;
"1aa2fdd1-5693-486e-87ce-2564c951c879";d6f7df66-0144-4f9f-ba67-22b79a9736cf;therapist;[Resposta em áudio];2025-06-29 23:00:49.841;true;A resposta do terapeuta valida a experiência do paciente ao reconhecer que a terapia pode ser misteriosa. Promove esperança ao expressar interesse na história do paciente e ao explicar que a TCC foca em experiências atuais e futuras, mas também pode considerar o passado. Estabelece expectativas adequadas sobre a natureza e o impacto da TCC.;100;Entendo que a terapia ainda possa ser um pouco misteriosa pra você. Tenho, sim, interesse na sua história. De forma geral, a TCC dá ênfase às experiências atuais e futuras, mas em alguns momentos pode ser importante olharmos para o passado para entender melhor o que está acontecendo no presente.
"68c44c05-f171-4f96-8db8-e192c1ce2851";"80da5f43-fecf-44ea-b180-15c5e6b5ce3f";ia;(Nervoso) Nunca fiz terapia antes. A gente só fala sobre meu passado ou criação?;2025-06-29 23:01:07.654;;;0;
"6a9499da-fa93-493f-bb71-2b60bdf59caa";"4c1fc072-f726-458a-83dc-da2e509cdec3";ia;(Curioso) Nossa. Nem sei por onde começar a imaginar minha felicidade.;2025-08-04 19:27:41.574;;;0;
"1ac4e709-72b3-4875-9737-890878e2f6e3";"80da5f43-fecf-44ea-b180-15c5e6b5ce3f";therapist;[Resposta em áudio];2025-06-29 23:01:27.535;false;A resposta não valida a experiência do paciente nem promove esperança quanto ao uso eficaz da TCC. Além disso, não estabelece expectativas adequadas sobre a natureza e o impacto da TCC.;0;Não, a gente não fala só sobre o passado ou criação. Falamos sobre o passado para entender crenças que possam estar atrapalhando a vida atualmente.
a96b9d75-e3cb-4170-b29f-72b8a44dc600;"80da5f43-fecf-44ea-b180-15c5e6b5ce3f";therapist;[Resposta em áudio];2025-06-29 23:03:04.519;false;A resposta não valida a experiência do paciente nem promove esperança quanto ao uso eficaz da TCC. Além disso, não estabelece expectativas adequadas sobre a natureza e o impacto da TCC.;0;Quem nunca fez terapia possa se sentir um pouco nervoso, mas não precisa se preocupar em relação a isso. A gente fala sobre o seu passado, sua criação, quando necessário, mas para entender os problemas que estão acontecendo atualmente. Esse não é o foco da TCC.
"810b0817-0c77-46df-af42-9e9226309ee1";"0bf80af7-f1f2-4f1c-a6db-6f3d12ff861e";ia;(Confuso) Não tenho certeza se entendo como falar sobre meus sentimentos vai ajudar.;2025-06-29 23:18:25.755;;;0;
c7a7020d-66da-4b21-a46d-07eb05942e63;"0bf80af7-f1f2-4f1c-a6db-6f3d12ff861e";therapist;[Resposta em áudio];2025-06-29 23:19:03.492;true;A resposta do terapeuta cumpre todos os critérios esperados. Valida a experiência do paciente, explica a lógica da TCC, promove esperança e estabelece expectativas adequadas sobre a terapia. Excelente trabalho!;100;Essa é uma preocupação muito comum e eu agradeço por compartilhar. A ideia não é falar sobre seus sentimentos apenas por falar. O objetivo é te ajudar a vivenciá-los de maneiras novas, que permitam refletir sobre eles de forma mais objetiva e responder de forma mais adaptativa, para que você consiga atender suas necessidades e viver a vida que você deseja.
eaee8537-be4f-4061-9ed1-9396e903aa61;b681f5dc-8ed4-4e90-9f3c-4c820bb228a8;ia;(Confuso) Não tenho certeza se entendo como falar sobre meus sentimentos vai ajudar.;2025-06-29 23:23:13.439;;;0;
"6fb9491a-5bd9-4c70-b8e6-5663a916761d";b681f5dc-8ed4-4e90-9f3c-4c820bb228a8;therapist;[Resposta em áudio];2025-06-29 23:24:07.682;false;A resposta valida a experiência do paciente, mas não explica claramente a lógica da TCC, nem promove esperança ou estabelece expectativas adequadas sobre a TCC. Recomendamos abordar esses pontos para melhorar a resposta.;0;Essa é uma preocupação bem comum, eu entendo que seja difícil pra ti, né, entender isso também, mas falar sobre os seus sentimentos, ele vai ser bem importante, porque não é só por falar, ele vai nos ajudar a gente a entender o que que tá acontecendo, quais são as suas dificuldades e no que que a gente precisa trabalhar pra que tu possa ter uma vida que esteja mais alinhada com as coisas que tu deseja, com a vida que tu deseja viver, né, então a gente vai falar sobre as suas emoções para poder entender o que que tá por trás delas e poder te trazer mais ferramentas e estratégias para viver uma vida melhor.
"12ffa07e-634a-46fd-a467-c898bd2bc369";fd3d235c-6b1a-4dff-9f24-ee2f5fbb836c;ia;(Confuso) Não tenho certeza se entendo como falar sobre meus sentimentos vai ajudar.;2025-06-29 23:25:50.716;;;0;
"49069dbc-fc1b-4a05-9355-380159404ce4";fd3d235c-6b1a-4dff-9f24-ee2f5fbb836c;therapist;[Resposta em áudio];2025-06-29 23:27:00.500;false;A resposta do terapeuta explica bem a lógica da TCC e promove esperança quanto ao seu uso eficaz, mas não valida explicitamente a experiência do paciente. Além disso, poderia estabelecer expectativas mais claras sobre a natureza e o impacto da TCC. Considere incluir uma validação direta da preocupação do paciente para melhorar a resposta.;75;Eu entendo que seja difícil entender todo o processo e a necessidade de algumas coisas dentro do processo terapêutico, mas a gente não vai falar dos seus sentimentos só por falar. Existe um objetivo por trás disso. Dentro da terapia cognitivo comportamental, a gente entende que esses sentimentos, eles desencadeiam pensamentos e comportamentos, e é importante que a gente possa entender o que ele está desencadeando hoje que vem trazendo disfunções para a sua vida. Então a gente vai entender o que está por trás desses sentimentos e como poder trabalhá-los para que a gente possa ter uma vida mais alinhada com aquela vida que você deseja viver. Então a partir disso a gente vai desenvolver estratégias e intervenções para poder trabalhar esses sentimentos e poder te dar mais qualidade de vida.
"9e2946e7-f879-41c6-ac94-8140f733bc75";a9cb68c0-5f66-487f-b507-50c17bc9f37d;ia;(Nervoso) Tenho dificuldade com organização, então estou preocupado em fazer todas as tarefas de casa corretamente.;2025-06-29 23:32:00.692;;;0;
"58629b37-f804-448c-adee-a12caefe2267";a9cb68c0-5f66-487f-b507-50c17bc9f37d;therapist;[Resposta em áudio];2025-06-29 23:32:32.025;true;A resposta do terapeuta valida a experiência do paciente, explica como a TCC aborda as tarefas de casa e estabelece expectativas adequadas. Excelente trabalho!;100;Eu entendo a sua preocupação e gostaria primeiro de esclarecer exatamente do que se trata. Porque, em geral, antes de propor qualquer tarefa para você fazer fora das sessões, vamos pensar juntos sobre o que pode tornar essa tarefa difícil e elaborar estratégias para facilitar a sua realização. O que você acha disso?
eaec2125-a8a5-4275-be23-0519c6839552;"68b5b698-567f-417f-8973-cbe661cece0b";ia;(Nervoso) Tenho dificuldade com organização, então estou preocupado em fazer todas as tarefas de casa corretamente.;2025-06-29 23:32:52.562;;;0;
"4c252ffc-836b-438a-81d0-e737bb98e1f0";"68b5b698-567f-417f-8973-cbe661cece0b";therapist;[Resposta em áudio];2025-06-29 23:33:34.441;false;A resposta não esclarece exatamente do que se trata a preocupação do paciente, nem explica como a TCC aborda as tarefas de casa. Embora valide a experiência do paciente e estabeleça expectativas, não cumpre todos os critérios.;0;Entendo a sua preocupação, mas queria que a gente pudesse combinar, assim, né, aqui entre nós, que sempre que houver tarefas de casa, a gente vai conversar primeiro sobre elas, vamos pensar juntos em estratégias e como tornar isso palatável pra você, né, como a gente pode estar colocando isso dentro da sua rotina de uma forma que permita que tu possa fazer essas tarefas, porque é bem importante dentro do processo terapêutico que elas sejam realizadas. O que você acha disso?
"44e8cd91-c422-4dfd-9fb8-2f671c9fc557";fe455f4a-b5d4-4c54-af38-ea1feaf96b56;therapist;[Resposta em áudio];2025-06-30 17:43:38.939;false;A resposta valida a experiência do paciente e prioriza a confiança e segurança, mas não aborda a psicoeducação sobre autonomia e consentimento, nem realiza uma análise funcional das experiências passadas. Além disso, não há questionamento colaborativo. Considere incluir esses elementos para atender a todos os critérios.;60;Sinto muito que isso tenha acontecido contigo, que o trabalho do terapeuta tenha tido essa intenção e acabou fazendo com que tu ficasse tão mal, fosse internado. Confiança é algo que a gente constrói com o tempo. Eu tô aqui aberta e disposta a poder entender tudo que tu passou, pra que a gente possa ir com calma, pra que a gente possa fazer passo a passo, pra que respeite os seus limites e dentro dessa confiança e desses limites a gente possa conseguir fazer um bom trabalho.
"1e96cd49-d047-4b51-aca2-767c5d201c18";"68b5b698-567f-417f-8973-cbe661cece0b";therapist;[Resposta em áudio];2025-06-29 23:34:55.820;true;A resposta do terapeuta valida a experiência do paciente ao reconhecer sua preocupação, explica como a TCC aborda as tarefas de casa e estabelece expectativas adequadas ao enfatizar a colaboração e a adaptação à rotina do paciente. Excelente trabalho!;100;Eu entendo a sua preocupação, mas eu gostaria de entender melhor do que se trata, porque sempre que a gente falar sobre tarefas de casa, a gente vai estar definindo elas de uma forma conjunta, pensando em como colocá-la dentro da sua rotina para que seja possível de ser realizada. É bem importante para o TCC que a gente possa ter essas tarefas feitas, que o processo terapêutico possa se manter acontecendo para fora das sessões. Por isso eu queria reforçar a importância de que você possa estar realizando essas tarefas. Mas claro, sempre considerando a sua rotina, a sua disponibilidade, a gente vai construir elas juntos e eu sempre vou querer te ouvir dentro desse processo. O que você acha? Assim ficaria possível para você?
"6f27409d-a7ec-416c-aa28-5b67758f645e";e176f648-e462-4666-9be6-71e1a41d9694;ia;(Desdenhoso) Não sei se isso é o certo para mim.;2025-06-29 23:38:10.011;;;0;
b89e588e-9b14-4cd5-845e-b0840f071f08;e176f648-e462-4666-9be6-71e1a41d9694;therapist;[Resposta em áudio];2025-06-29 23:38:45.979;true;A resposta do terapeuta valida a experiência do paciente ao reconhecer suas dúvidas, promove esperança ao afirmar que a terapia pode ajudar e estabelece expectativas adequadas ao apoiar o paciente na tomada de decisão informada. Excelente trabalho!;100;Acho muito importante reconhecer esse tipo de dúvida, gostaria de entender melhor o que tá por trás das suas preocupações. É bastante comum as pessoas se sentirem inseguras sobre a terapia, seja em geral ou de um tipo específico, é a escolha certa. Pelo que eu vi até agora, acredito que a terapia possa te ajudar, mas quero te apoiar pra que você tome uma decisão bem informada e que atenda as suas necessidades nesse momento.
cbbdfe88-d346-4359-a15f-578a0f32a4ac;"819d3013-47f4-4954-a1b6-e5e0c8eae606";ia;(Nervoso) O que você está dizendo faz sentido. Consigo ver como esse jeito de trabalhar pode ajudar outras pessoas, mas não sei se combina comigo.;2025-06-30 17:12:50.771;;;0;
f7558db9-d494-49cf-95fd-585e6d8b3498;"819d3013-47f4-4954-a1b6-e5e0c8eae606";therapist;[Resposta em áudio];2025-06-30 17:14:05.532;false;A resposta valida a experiência do paciente, mas não explica como a TCC pode ser utilizada nem promove esperança. Considere incluir esses elementos para atender a todos os critérios.;0;Agradeço por compartilhar sua incerteza. Se estiver tudo bem pra você, gostaria de explorar um pouco o que, especificamente, te faz sentir que essa abordagem pode não ser adequada. Me parece uma boa ideia conversarmos sobre diferentes tipos de terapia para que você possa escolher o que faz mais sentido. Podemos incluir isso na nossa pauta da sessão de hoje. O que acha?
"822efa0f-2cad-4691-82a7-ef0ddeb9d73b";"951a92cb-e68a-4938-b122-75bddb3d39dd";ia;(Com medo) Já tive experiências ruins com terapia antes, e não sei se isso realmente ajuda. Como isso vai ser diferente?;2025-06-30 17:26:59.361;;;0;
"59b0c812-1153-4893-a60b-ededf2c0c565";"951a92cb-e68a-4938-b122-75bddb3d39dd";therapist;[Resposta em áudio];2025-06-30 17:28:00.541;false;A resposta valida a experiência do paciente, mas não promove esperança específica sobre a TCC nem estabelece expectativas claras sobre seu uso e impacto.;0;Eu sinto muito que isso tenha acontecido contigo, que o trabalho do terapeuta tenha tido essa intenção e acabou fazendo com que tu ficasse tão mal, fosse internado. Confiança é algo que a gente constrói com o tempo. Eu tô aqui aberta e disposta a poder entender tudo que tu passou pra que a gente possa ir com calma, pra que a gente possa fazer passo a passo, pra que a gente respeite seus limites e dentro dessa confiança e desses limites a gente consiga fazer um bom trabalho.
"46d610b2-02a3-4cc0-82bc-7b7e70878ae1";"951a92cb-e68a-4938-b122-75bddb3d39dd";therapist;[Resposta em áudio];2025-06-30 17:28:52.437;true;A resposta do terapeuta valida a experiência do paciente, promove esperança ao sugerir que esta experiência pode ser diferente e estabelece expectativas adequadas sobre a natureza da TCC. Excelente trabalho!;100;Dadas as experiências ruins que você teve, entendo porque pode estar cético. Para ser honesto, cada processo terapêutico é diferente e há bastante potencial para que essa experiência seja diferente para você. Acho importante conversarmos sobre suas experiências anteriores com a terapia, especialmente o que não foi útil e o que, se houver, foi pelo menos um pouco útil. O que você pensa sobre isso?
beed7ab9-c542-4fff-b6d7-394171d366a1;"7e0385c9-c12a-448e-89e5-731987fbd7c6";ia;(Com medo) Já tive experiências ruins com terapia antes, e não sei se isso realmente ajuda. Como isso vai ser diferente?;2025-06-30 17:31:10.746;;;0;
"73bce600-fbda-4b41-b2ae-d642bc24bd85";"7e0385c9-c12a-448e-89e5-731987fbd7c6";therapist;[Resposta em áudio];2025-06-30 17:31:49.202;false;A resposta valida a experiência do paciente e demonstra empatia, mas não inicia um processo de reestruturação cognitiva de crenças disfuncionais nem explora experiências passadas de forma direta. Para ser considerada adequada, a resposta deve abordar todos os critérios.;60;Sinto muito que isso tenha acontecido contigo, que o trabalho do terapeuta tenha tido essa intenção e acabou fazendo com que tu ficasse tão mal, fosse internado. Confiança é algo que a gente constrói com o tempo. Eu tô aqui aberta e disposta a poder entender tudo que tu passou, pra que a gente possa ir com calma, pra que a gente possa fazer passo a passo, pra que a gente respeite os seus limites e dentro dessa confiança, desses limites, consiga fazer um bom trabalho.
bba50f4f-2ec8-4960-9867-3a39bb13ca6d;"39706b98-4b42-4eff-b126-b6a3cf330fb4";ia;(Impaciente) Quanto tempo vai levar para isso funcionar? Não tenho muito tempo nem dinheiro.;2025-06-30 17:35:32.162;;;0;
"2cbbb9cf-cd83-4026-8899-d5f7f5031fd9";"39706b98-4b42-4eff-b126-b6a3cf330fb4";therapist;[Resposta em áudio];2025-06-30 17:36:18.916;true;A resposta do terapeuta cumpre todos os critérios esperados. Valida a experiência do paciente, fornece psicoeducação sobre a estrutura e eficácia da TCC, e estabelece expectativas adequadas sobre a natureza e o impacto da terapia.;100;Essa é uma pergunta importante, mas um pouco difícil de responder com precisão. Sei que pode ser frustrante ouvir isso, mas depende. Essa abordagem terapêutica é, em geral, estruturada para ser de curto prazo e ter bons resultados comprovados. Mas cada pessoa é única. Vamos monitorar o progresso a cada sessão e, normalmente, esperamos ver melhoria em torno da sexta ou oitava sessão. Se isso não acontecer, vamos conversar sobre possíveis mudanças.
"5e3228f0-fcff-45e6-a7ee-3a18159bd546";fe455f4a-b5d4-4c54-af38-ea1feaf96b56;ia;(Com medo) Já tive experiências ruins com terapia antes. Meu último terapeuta tentou me fazer falar e visualizar meus traumas do passado. Acabei sendo internado! Como posso saber se posso confiar em você?;2025-06-30 17:43:03.304;;;0;
ee32d303-2b34-4ac7-bcb3-ebe23ca7342d;debcc3c5-cd3c-407d-ac9c-3873e8267307;ia;(Com medo) Já tive experiências ruins com terapia antes. Meu último terapeuta tentou me fazer falar e visualizar meus traumas do passado. Acabei sendo internado! Como posso saber se posso confiar em você?;2025-06-30 17:46:18.379;;;0;
"93ff43f8-b28e-41f1-aab7-7c17a31b936b";fe455f4a-b5d4-4c54-af38-ea1feaf96b56;therapist;[Resposta em áudio];2025-06-30 17:45:14.329;false;A resposta do terapeuta valida a experiência do paciente e aborda a autonomia e consentimento. No entanto, não realiza uma análise funcional detalhada das experiências passadas, pois não menciona a hospitalização. A priorização da confiança está presente, mas o questionamento colaborativo poderia ser mais explícito. Considere ajustar esses pontos para atender a todos os critérios.;80;Muito por saber que você teve experiências negativas. Isso soa realmente difícil e acho totalmente compreensível que você esteja se perguntando isso. Em primeiro lugar, é importante deixar claro que você nunca será forçado a fazer nada no nosso trabalho juntos. Sem entrarmos necessariamente no conteúdo dos seus traumas passados, seria útil entender um pouco mais sobre o tipo de trabalho que você fazia com o seu terapeuta anterior e as circunstâncias da sua organização. Também sugiro que hoje a gente dê prioridade a conversar sobre como construir e manter a confiança entre nós. O que acha?
aa2a6da2-7437-45f7-a00a-b4d0137abf17;debcc3c5-cd3c-407d-ac9c-3873e8267307;therapist;[Resposta em áudio];2025-06-30 17:47:09.784;true;A resposta do terapeuta atende a todos os critérios esperados. A experiência do paciente é validada, há psicoeducação sobre autonomia e consentimento, e uma análise funcional é sugerida. A confiança e segurança são priorizadas, e o questionamento colaborativo é utilizado. Excelente trabalho!;100;Sinto muito por saber que você teve experiências negativas. Isso soa realmente difícil e acho totalmente compreensível que você esteja se perguntando isso. Em primeiro lugar, é importante deixar claro que você nunca será forçado a fazer nada no nosso trabalho juntos. Sem entrarmos necessariamente no conteúdo dos seus traumas passados, seria útil entender um pouco mais sobre o tipo de trabalho que você fazia com seu terapeuta anterior e as circunstâncias da sua hospitalização. Também sugiro que hoje a gente dê prioridade a conversar sobre como construir e manter confiança entre nós. O que você acha?
"32c7525e-206a-4bc9-83e6-eb41e4eb0f0b";"00fd31d7-177c-47c6-a41d-138c137b9e58";ia;(Desamparado) Fui abusado quando era criança e, recentemente, não consigo parar de pensar nisso. Meu namorado tenta me ajudar a ser mais positivo, mas não consigo parar de me sentir deprimido. Às vezes penso que seria mais fácil para todos se eu estivesse morto.;2025-06-30 17:52:19.745;;;0;
"91d5e062-812f-443f-a9b6-da518988583a";"00fd31d7-177c-47c6-a41d-138c137b9e58";therapist;[Resposta em áudio];2025-06-30 17:53:17.782;true;A resposta do terapeuta valida a experiência do paciente, aborda pensamentos suicidas, inicia uma reestruturação cognitiva e utiliza a exploração socrática. Excelente trabalho em atender todos os critérios.;100;Imagino que isso tudo esteja sendo muito avassalador, às vezes você pensa que seria mais fácil pra todos se você estivesse morto. Não quero colocar palavras na sua boca, mas me parece que talvez existam outros momentos em que ainda há alguma esperança. Por exemplo, o fato de você ter vindo até aqui hoje. Podemos explorar esse pensamento de que seria mais fácil pra todos se você estivesse aqui?
"0a2034fa-c1ef-4d06-83c8-233c26fe77cc";"7851edee-a670-43bf-9002-eff174d0703c";ia;(Com raiva) Meu médico disse que eu tenho que te procurar por causa do meu “problema com raiva”. Às vezes, quando fico muito irritado, perco o controle e agrido as pessoas. Fico com muita raiva quando dizem coisas idiotas! Você tem certeza de que consegue me ajudar com isso?;2025-06-30 18:04:53.353;;;0;
"12f102ca-1a0a-49c6-b32a-e2fdb9c4aca1";"7851edee-a670-43bf-9002-eff174d0703c";therapist;[Resposta em áudio];2025-06-30 18:05:56.585;true;A resposta do terapeuta atende a todos os critérios esperados. Valida a experiência do paciente ao reconhecer a raiva, aumenta a consciência emocional ao explorar preocupações e percepção do problema, realiza estruturação colaborativa da sessão ao propor incluir o tema na pauta, introduz a ideia de regulação emocional ao sugerir um plano para lidar com a raiva, e estabelece expectativas adequadas sobre a TCC. Excelente trabalho!;100;Parece que você está com raiva agora. Vamos falar sobre suas preocupações em relação a receber a ajuda que você deseja. Podemos incluir isso na nossa pauta hoje. Também gostaria de conversar com você sobre como podemos fazer um plano para lidar com situações em que você sinta raiva durante as sessões. Podemos tratar disso hoje também? Mas antes, queria entender melhor até que ponto você considera que tem um problema com raiva.
"6ca0352c-a080-46ee-a47b-3677bc476f64";e79b4e14-ca2b-4d41-a680-a5c07442fe27;ia;(Preocupado) Eu realmente preciso entender por que sou do jeito que sou hoje. Acho que compreender meu passado e minha infância é muito importante, mas parece que essa abordagem não trabalha com isso?;2025-06-30 18:06:21.189;;;0;
"3f6f6a7f-066a-4c97-8c90-72088e36e5fd";e79b4e14-ca2b-4d41-a680-a5c07442fe27;therapist;[Resposta em áudio];2025-06-30 18:07:22.854;true;A resposta do terapeuta atende a todos os critérios esperados. Valida a experiência do paciente ao reconhecer a importância do passado, explica a lógica da TCC ao focar no presente, promove esperança ao conectar experiências passadas com o presente de forma útil, e realiza uma checagem de compreensão ao perguntar se faz sentido para o paciente. Excelente trabalho!;100;Esse é um ponto importante de esclarecimento, na verdade, concordo que o passado é importante e ele também tem lugar dentro dessa abordagem. Embora a TCC foque principalmente no presente e no que está acontecendo agora, seu passado definitivamente não está fora dos limites. Provavelmente vamos precisar falar sobre suas experiências passadas para compreender melhor sua vida atual. Quando isso for relevante, vamos abordar, sempre conectando com o que for mais útil para você no momento. Isso parece fazer sentido pra você?
e1436d5d-1751-429a-bc73-d66e5b88542a;"9c51b345-0440-487b-9451-eac2b1fa9f63";ia;(Curioso) Esse tipo de abordagem ajuda pessoas como eu?;2025-06-30 18:08:01.609;;;0;
d4f57d59-77b1-4d16-9eee-8ffe1b5edf88;"622db6db-16e5-4411-9382-cac67d6ef4b1";ia;(Curioso) Esse tipo de abordagem ajuda pessoas como eu?;2025-06-30 18:08:20.335;;;0;
"8da88928-a592-4d66-8abe-38ecf8ce8729";b11d8cae-dd34-4da6-b0e1-73a1b95f64b1;ia;(Curioso) Esse tipo de abordagem ajuda pessoas como eu?;2025-06-30 18:08:37.367;;;0;
"5df34acb-1328-4a92-9718-3533e94a2f83";b11d8cae-dd34-4da6-b0e1-73a1b95f64b1;therapist;[Resposta em áudio];2025-06-30 18:09:15.755;false;A resposta não valida a experiência do paciente nem explica como a TCC funciona. Embora promova esperança, não estabelece expectativas adequadas sobre a TCC.;0;Sim, a TCC é conhecida por ter muita evidência de sucesso com diferentes tipos de pessoas e diferentes necessidades emocionais, né, então eu acredito que ela pode sim ajudar pessoas como você e eu entendo, né, a sua insegurança, seu desejo de entender um pouquinho mais, mas acredito que existe uma grande probabilidade de que ela possa te ajudar.
"4a0cca28-ebd7-4e04-a2e0-f40b36ad90ab";"77b0d9e9-3880-4512-bd60-e2ced9fde1f5";ia;(Nervoso) Nunca fiz terapia antes. A gente só fala sobre meu passado ou criação?;2025-08-04 16:38:02.135;;;0;
df8df7ce-5d92-44d0-958b-124d67dba1a4;"6b9b6f68-d37b-4264-a6f3-310448cc9fe0";ia;(Curioso) Nossa. Nem sei por onde começar a imaginar minha felicidade.;2025-08-04 19:28:12.202;;;0;
